# Order_Type Price Size
# Order_Type: 1=Buy, 0=Sell
0 100.38 43
0 100.38 35
0 100.37 15
1 100.38 10
0 100.38 16
1 100.38 150
0 100.38 181
0 100.37 14
0 100.37 32
1 100.37 81
0 100.37 80
0 100.37 145
0 100.38 122
0 100.38 38
0 100.37 15
1 100.37 166
1 100.36 262
0 100.36 73
1 100.36 74
0 100.37 11
0 100.37 121
1 100.36 139
0 100.36 846
0 100.36 72
0 100.36 19
0 100.36 12
0 100.36 43
0 100.36 17
1 100.37 22
1 100.37 15
1 100.37 41
0 100.37 47
0 100.37 730
1 100.36 75
0 100.37 186
0 100.37 52
1 100.37 32
1 100.37 50
0 100.37 41
0 100.37 232
1 100.38 85
0 100.37 192
1 100.37 229
0 100.38 32
0 100.38 234
0 100.38 4
0 100.38 4
0 100.37 40
0 100.36 13
0 100.36 55
0 100.36 9
1 100.36 21
0 100.36 44
0 100.35 72
0 100.35 206
1 100.35 29
0 100.35 104
0 100.35 42
0 100.35 130
1 100.36 23
1 100.36 85
1 100.36 19
1 100.36 57
0 100.36 25
0 100.37 82
0 100.36 84
1 100.36 49
1 100.36 124
0 100.36 153
0 100.36 24
0 100.36 69
0 100.36 250
0 100.36 21
0 100.35 54
0 100.35 90
0 100.35 11
0 100.35 412
0 100.35 24
0 100.34 32
0 100.34 46
1 100.34 20
1 100.33 88
1 100.33 211
0 100.33 102
1 100.33 86
0 100.32 122
0 100.33 33
1 100.33 29
0 100.32 275
0 100.32 117
0 100.31 13
0 100.31 300
1 100.31 230
1 100.30 109
1 100.31 198
0 100.31 247
1 100.31 52
0 100.30 147
0 100.30 789
1 100.31 29
0 100.32 46
0 100.33 18
1 100.33 43
0 100.33 215
1 100.33 21
0 100.33 147
1 100.33 247
0 100.33 8
0 100.34 28
0 100.33 249
0 100.33 91
0 100.33 21
0 100.33 35
0 100.33 76
1 100.34 148
1 100.34 413
1 100.34 47
1 100.33 114
1 100.33 45
0 100.33 72
0 100.34 130
1 100.34 25
0 100.34 110
0 100.33 13
1 100.34 95
1 100.35 511
0 100.35 60
0 100.35 14
0 100.35 17
0 100.35 115
1 100.35 7
1 100.36 33
0 100.36 64
0 100.35 604
0 100.35 521
0 100.36 57
0 100.35 21
0 100.35 191
0 100.35 41
0 100.34 72
0 100.35 104
1 100.35 196
1 100.35 65
0 100.35 115
0 100.35 30
0 100.35 22
1 100.35 43
1 100.35 26
1 100.35 128
0 100.35 581
0 100.36 48
0 100.36 52
1 100.36 315
1 100.36 609
1 100.35 17
1 100.35 16
1 100.36 109
0 100.36 58
0 100.35 180
0 100.35 114
1 100.36 54
1 100.37 76
0 100.37 106
0 100.37 21
0 100.37 61
1 100.37 29
0 100.37 45
0 100.36 117
1 100.36 24
0 100.36 51
1 100.37 22
1 100.36 35
1 100.36 210
0 100.36 46
1 100.36 43
1 100.36 7
0 100.36 22
1 100.36 24
1 100.37 153
0 100.37 43
0 100.37 13
1 100.37 37
1 100.37 292
1 100.36 59
1 100.36 17
0 100.36 48
1 100.37 44
0 100.37 72
0 100.36 67
0 100.36 26
1 100.36 98
0 100.36 229
0 100.36 272
1 100.35 22
0 100.35 60
0 100.35 29
0 100.34 15
1 100.33 34
0 100.34 173
0 100.33 21
1 100.34 71
1 100.34 174
1 100.32 57
1 100.32 41
0 100.32 190
0 100.33 22
0 100.33 93
0 100.33 54
0 100.32 50
1 100.33 51
1 100.33 113
0 100.33 86
1 100.33 62
0 100.34 65
0 100.33 167
1 100.34 45
0 100.34 16
0 100.34 302
1 100.34 65
1 100.33 75
0 100.32 94
0 100.32 162
0 100.33 15
0 100.33 120
0 100.33 49
0 100.34 37
1 100.34 315
0 100.34 105
0 100.34 39
0 100.33 40
1 100.33 91
0 100.33 75
1 100.33 19
1 100.34 19
0 100.33 77
1 100.33 67
1 100.33 197
1 100.34 324
1 100.34 52
1 100.34 14
1 100.34 266
1 100.33 5
1 100.34 6
1 100.34 54
0 100.34 24
1 100.34 58
1 100.34 42
1 100.35 46
0 100.36 99
1 100.36 60
0 100.35 97
0 100.36 112
0 100.36 114
1 100.37 22
0 100.38 268
0 100.38 23
1 100.38 48
1 100.37 37
1 100.36 257
1 100.37 10
1 100.36 13
1 100.36 77
1 100.35 42
0 100.36 114
1 100.36 202
0 100.36 142
0 100.36 27
1 100.36 7
0 100.36 105
1 100.36 257
1 100.36 109
0 100.36 75
1 100.36 23
0 100.37 85
1 100.36 105
0 100.37 59
0 100.37 136
1 100.38 174
0 100.37 33
1 100.37 38
1 100.36 47
0 100.36 248
0 100.36 241
0 100.36 156
0 100.35 47
1 100.35 89
1 100.35 32
0 100.34 15
0 100.34 43
1 100.35 142
0 100.35 72
0 100.35 70
0 100.35 36
1 100.35 113
1 100.34 240
1 100.34 194
1 100.32 120
1 100.32 12
0 100.31 5
1 100.31 61
0 100.31 69
0 100.30 7
1 100.31 22
0 100.30 296
1 100.30 81
0 100.29 41
0 100.29 48
1 100.29 73
1 100.29 40
0 100.29 72
1 100.29 43
0 100.29 73
1 100.29 47
1 100.28 6
1 100.28 70
0 100.28 149
1 100.28 56
0 100.28 32
0 100.27 158
0 100.28 64
1 100.28 53
0 100.28 47
1 100.28 18
1 100.29 38
1 100.28 199
0 100.29 43
0 100.28 30
0 100.28 76
0 100.28 186
0 100.28 43
0 100.27 55
1 100.27 120
0 100.26 102
0 100.27 73
1 100.27 16
0 100.26 69
0 100.26 182
1 100.26 20
1 100.27 43
1 100.27 55
1 100.27 61
0 100.27 120
0 100.28 25
1 100.28 11
0 100.27 35
1 100.27 61
1 100.28 59
1 100.28 120
0 100.28 112
0 100.28 15
0 100.27 89
0 100.27 20
0 100.27 15
0 100.28 125
0 100.28 105
1 100.28 16
0 100.29 41
0 100.30 170
0 100.30 44
1 100.30 48
0 100.30 264
1 100.29 95
0 100.29 95
1 100.29 33
1 100.28 21
0 100.28 109
1 100.27 18
0 100.27 91
0 100.27 99
0 100.26 27
0 100.27 21
1 100.27 61
0 100.28 14
0 100.28 516
0 100.28 243
1 100.29 206
0 100.30 53
0 100.31 20
1 100.31 10
0 100.30 12
1 100.30 150
0 100.29 220
0 100.30 14
0 100.31 110
0 100.32 815
1 100.32 68
1 100.32 32
1 100.32 48
1 100.32 59
0 100.31 43
1 100.31 37
1 100.31 7
0 100.32 62
0 100.32 135
0 100.33 130
1 100.33 9
1 100.33 108
1 100.33 66
1 100.33 27
0 100.32 53
0 100.32 28
1 100.32 122
1 100.32 50
0 100.32 100
1 100.32 97
0 100.32 21
1 100.32 21
1 100.32 28
1 100.31 43
0 100.32 242
1 100.32 72
0 100.32 81
1 100.32 69
0 100.32 180
1 100.31 58
1 100.32 37
1 100.31 40
0 100.31 137
0 100.30 511
0 100.30 41
0 100.31 49
1 100.31 43
0 100.30 34
0 100.31 189
0 100.31 126
0 100.32 61
0 100.32 142
0 100.32 144
1 100.32 43
0 100.32 34
0 100.31 5
1 100.31 287
1 100.31 24
0 100.32 89
0 100.31 333
1 100.31 22
1 100.30 78
1 100.30 101
1 100.30 117
0 100.30 65
0 100.30 24
0 100.29 157
1 100.29 21
0 100.29 167
0 100.30 91
1 100.30 30
1 100.30 31
0 100.31 15
1 100.31 66
1 100.32 8
1 100.32 15
1 100.32 177
0 100.32 50
1 100.31 160
1 100.31 25
0 100.31 102
1 100.31 45
0 100.31 20
1 100.30 29
0 100.30 32
0 100.30 128
1 100.31 70
1 100.31 466
0 100.32 100
1 100.31 21
0 100.31 12
0 100.31 352
0 100.31 30
0 100.31 55
1 100.31 16
0 100.31 48
0 100.32 147
0 100.32 815
1 100.31 17
1 100.32 37
1 100.32 44
0 100.32 709
1 100.34 15
1 100.33 105
0 100.32 7
1 100.32 11
0 100.31 65
1 100.32 105
0 100.31 77
0 100.31 130
1 100.30 122
0 100.30 46
1 100.30 27
1 100.31 42
1 100.31 46
0 100.31 21
1 100.29 131
1 100.31 21
0 100.31 130
1 100.31 58
0 100.32 73
0 100.31 57
0 100.32 69
0 100.32 30
1 100.31 260
0 100.32 151
1 100.33 30
0 100.34 42
1 100.34 86
1 100.35 38
1 100.35 33
1 100.34 99
0 100.34 56
1 100.36 50
0 100.36 53
0 100.35 12
0 100.35 372
1 100.35 27
1 100.34 24
1 100.35 8
0 100.35 32
0 100.35 137
0 100.35 35
1 100.34 17
0 100.34 85
1 100.34 42
1 100.34 24
1 100.34 22
1 100.34 58
1 100.34 20
1 100.35 50
1 100.34 31
0 100.35 136
1 100.34 145
0 100.34 37
1 100.34 23
1 100.35 34
0 100.34 79
1 100.35 30
1 100.35 32
0 100.35 145
0 100.36 152
1 100.36 130
1 100.37 13
1 100.37 8
0 100.38 36
0 100.38 56
1 100.38 25
1 100.38 318
0 100.37 59
0 100.37 66
1 100.37 47
0 100.37 81
1 100.37 218
0 100.37 11
0 100.37 172
0 100.38 90
1 100.38 94
0 100.38 209
1 100.39 65
1 100.40 7
1 100.40 308
1 100.39 27
1 100.39 22
0 100.39 183
1 100.39 124
0 100.39 84
0 100.39 19
0 100.38 51
0 100.38 209
1 100.38 8
1 100.38 196
0 100.38 85
0 100.39 24
0 100.39 493
0 100.40 16
0 100.40 21
0 100.40 24
0 100.39 9
1 100.39 103
0 100.39 25
1 100.38 23
1 100.38 39
0 100.38 65
0 100.38 51
1 100.38 32
1 100.38 194
1 100.39 33
1 100.38 48
0 100.38 188
0 100.38 28
0 100.38 21
0 100.39 37
0 100.39 71
1 100.39 133
0 100.39 54
1 100.39 7
1 100.39 46
0 100.39 121
1 100.39 91
1 100.39 25
0 100.38 19
1 100.38 59
1 100.38 40
0 100.39 33
1 100.39 906
0 100.39 91
1 100.39 13
1 100.40 171
1 100.39 82
1 100.39 144
0 100.40 36
1 100.40 95
1 100.40 88
1 100.41 38
1 100.41 37
0 100.41 69
0 100.41 182
1 100.42 44
1 100.41 517
1 100.41 97
0 100.41 303
1 100.42 41
0 100.42 32
1 100.42 49
1 100.42 122
0 100.41 32
1 100.41 17
1 100.41 132
1 100.41 14
1 100.40 21
1 100.40 62
1 100.40 40
1 100.40 122
1 100.40 35
0 100.41 335
0 100.41 58
1 100.41 66
1 100.41 327
1 100.41 179
1 100.41 157
0 100.41 187
1 100.41 67
0 100.40 26
0 100.40 21
1 100.39 14
0 100.39 60
0 100.40 47
0 100.39 24
0 100.38 11
1 100.38 170
0 100.38 25
0 100.39 15
0 100.39 16
0 100.40 126
0 100.41 20
1 100.40 33
0 100.40 56
0 100.40 52
0 100.39 30
0 100.39 47
0 100.39 49
0 100.39 38
1 100.40 91
0 100.39 29
0 100.39 58
1 100.38 99
1 100.38 19
0 100.38 48
1 100.39 32
1 100.39 386
1 100.39 50
1 100.40 44
1 100.39 175
0 100.39 21
0 100.39 104
0 100.39 45
0 100.39 104
0 100.39 39
1 100.40 20
0 100.41 33
1 100.41 20
1 100.40 39
0 100.40 69
1 100.40 18
1 100.40 44
0 100.40 115
1 100.41 169
1 100.40 145
0 100.40 7
1 100.40 148
0 100.39 198
1 100.39 56
1 100.38 30
1 100.38 6
1 100.39 84
0 100.39 40
0 100.39 7
0 100.39 104
0 100.39 30
1 100.40 79
0 100.39 51
1 100.39 77
1 100.39 12
0 100.41 40
0 100.40 4
0 100.40 78
1 100.40 391
0 100.40 273
1 100.40 41
1 100.40 36
0 100.39 18
1 100.39 27
1 100.40 155
1 100.41 104
0 100.41 42
0 100.41 77
1 100.41 146
1 100.41 30
1 100.41 63
0 100.41 19
1 100.41 59
1 100.41 121
1 100.41 18
0 100.41 34
1 100.41 18
1 100.42 60
1 100.41 8
1 100.41 36
1 100.42 93
1 100.42 6
1 100.42 111
1 100.43 574
1 100.43 41
1 100.43 50
0 100.44 11
0 100.44 33
1 100.45 81
0 100.45 90
1 100.45 44
1 100.45 39
1 100.45 24
0 100.44 40
1 100.44 40
0 100.44 31
1 100.44 3
0 100.44 26
1 100.45 33
1 100.45 57
0 100.45 46
0 100.45 98
1 100.44 298
0 100.43 738
0 100.43 209
1 100.42 14
0 100.43 72
0 100.42 98
0 100.42 141
1 100.41 51
0 100.42 15
1 100.42 10
1 100.42 34
0 100.42 135
0 100.43 75
1 100.43 14
0 100.42 146
0 100.42 179
0 100.43 10
0 100.43 51
1 100.43 111
1 100.44 14
1 100.43 113
0 100.42 50
1 100.42 143
0 100.43 55
1 100.43 328
1 100.43 41
0 100.43 53
0 100.44 21
1 100.44 79
0 100.44 99
1 100.45 172
1 100.45 99
1 100.45 83
0 100.44 8
1 100.44 113
1 100.44 16
1 100.45 33
1 100.46 12
1 100.45 44
0 100.45 119
0 100.45 250
0 100.44 30
1 100.44 35
0 100.45 27
1 100.46 97
0 100.45 17
1 100.45 13
1 100.45 213
1 100.45 5
0 100.45 57
0 100.45 16
0 100.44 157
0 100.44 113
1 100.44 41
0 100.44 6
1 100.45 24
1 100.44 47
0 100.43 109
1 100.43 103
0 100.43 98
0 100.43 11
0 100.43 32
1 100.43 29
1 100.43 43
0 100.43 60
0 100.42 231
0 100.42 36
0 100.42 74
1 100.43 158
0 100.42 14
1 100.42 67
1 100.43 107
0 100.43 17
1 100.43 181
1 100.43 75
0 100.42 196
0 100.41 177
0 100.41 71
1 100.40 33
1 100.41 116
0 100.41 4
1 100.41 20
0 100.42 49
1 100.42 73
1 100.43 846
0 100.43 144
0 100.43 623
0 100.43 41
0 100.43 22
1 100.43 35
0 100.43 50
0 100.43 9
0 100.43 54
1 100.43 62
1 100.43 8
0 100.42 55
1 100.42 12
0 100.42 41
0 100.43 95
1 100.43 10
0 100.44 35
0 100.44 155
1 100.44 89
1 100.44 61
1 100.44 80
1 100.44 16
1 100.43 25
0 100.43 47
1 100.43 35
1 100.43 96
0 100.42 97
0 100.42 40
1 100.42 164
1 100.43 20
1 100.43 82
1 100.43 257
1 100.43 190
0 100.43 11
0 100.43 158
0 100.43 16
0 100.43 5
1 100.42 88
0 100.42 138
0 100.41 14
0 100.41 243
1 100.42 43
0 100.42 23
1 100.42 78
1 100.43 113
0 100.43 132
0 100.44 26
0 100.43 79
0 100.43 64
0 100.42 15
0 100.42 19
0 100.42 91
0 100.41 35
0 100.42 88
0 100.41 161
0 100.41 66
0 100.40 145
0 100.40 78
1 100.40 211
0 100.40 123
0 100.40 158
0 100.40 48
0 100.41 32
0 100.41 78
1 100.41 31
0 100.42 236
1 100.42 80
1 100.42 107
1 100.41 51
0 100.41 96
0 100.41 4
1 100.40 176
1 100.40 4
0 100.40 25
1 100.41 59
0 100.42 91
0 100.42 309
0 100.42 51
0 100.42 107
1 100.42 22
1 100.42 194
1 100.42 48
1 100.41 28
1 100.42 65
1 100.41 60
1 100.43 149
1 100.43 450
1 100.44 31
0 100.43 5
0 100.42 287
0 100.43 151
1 100.42 108
1 100.43 69
1 100.44 148
1 100.44 27
1 100.44 120
1 100.45 30
0 100.45 423
1 100.45 31
1 100.45 15
1 100.45 111
0 100.46 131
0 100.45 71
0 100.46 32
1 100.46 24
1 100.45 381
1 100.45 46
1 100.44 16
1 100.44 18
0 100.45 88
0 100.45 81
1 100.46 17
0 100.47 29
0 100.45 94
1 100.46 149
1 100.45 119
1 100.46 46
0 100.46 62
0 100.47 69
1 100.47 45
1 100.48 95
0 100.48 69
1 100.47 199
1 100.48 48
1 100.48 17
0 100.47 28
0 100.48 65
1 100.47 17
1 100.48 58
0 100.47 85
1 100.47 54
1 100.46 15
0 100.47 42
0 100.47 126
1 100.47 35
1 100.46 75
0 100.47 31
1 100.47 40
0 100.47 76
0 100.46 24
1 100.46 255
0 100.46 93
1 100.47 30
0 100.47 24
0 100.46 150
1 100.47 510
1 100.47 36
1 100.47 3
1 100.48 45
0 100.49 152
0 100.48 28
1 100.49 90
1 100.49 19
0 100.49 172
1 100.49 42
0 100.50 88
1 100.51 130
0 100.51 102
1 100.50 171
1 100.50 61
0 100.49 29
1 100.50 52
1 100.49 6
1 100.49 185
1 100.50 75
0 100.50 231
0 100.50 52
1 100.50 168
0 100.50 51
1 100.50 71
0 100.50 49
1 100.50 58
1 100.50 30
0 100.50 521
1 100.50 88
0 100.50 531
1 100.50 74
1 100.50 48
1 100.51 70
0 100.52 91
0 100.52 286
0 100.52 26
1 100.52 537
0 100.52 14
1 100.52 11
1 100.53 125
0 100.53 43
1 100.54 34
1 100.54 25
1 100.54 114
1 100.54 24
1 100.54 55
1 100.53 42
0 100.53 16
1 100.53 121
1 100.53 5
1 100.54 46
0 100.53 393
1 100.53 41
0 100.52 180
1 100.53 10
0 100.53 53
1 100.53 23
0 100.53 10
1 100.53 126
1 100.53 44
0 100.53 61
1 100.53 12
1 100.53 27
1 100.52 104
0 100.52 16
1 100.53 13
1 100.54 284
0 100.54 9
1 100.54 60
1 100.55 235
1 100.55 43
1 100.56 19
1 100.56 20
1 100.55 163
0 100.56 87
1 100.55 36
0 100.55 173
1 100.55 40
0 100.54 41
1 100.55 49
0 100.56 80
1 100.56 11
0 100.56 354
1 100.57 68
0 100.57 79
1 100.57 40
1 100.57 314
1 100.57 118
1 100.58 103
1 100.58 20
1 100.58 99
0 100.59 15
1 100.58 108
1 100.58 57
1 100.58 51
0 100.59 13
0 100.60 30
1 100.60 34
0 100.60 210
1 100.60 98
1 100.60 15
1 100.61 153
1 100.60 56
1 100.60 48
0 100.59 26
1 100.59 56
1 100.60 42
1 100.61 184
0 100.61 26
0 100.60 50
0 100.59 25
0 100.59 24
0 100.59 14
0 100.59 18
0 100.60 125
1 100.60 31
0 100.60 106
0 100.60 256
1 100.59 195
1 100.59 31
0 100.59 9
0 100.58 43
1 100.58 20
1 100.58 31
0 100.58 400
1 100.58 8
1 100.57 60
0 100.56 42
1 100.55 86
1 100.55 8
0 100.55 31
1 100.56 34
0 100.55 135
1 100.56 67
0 100.56 36
1 100.56 12
0 100.56 536
0 100.56 35
1 100.54 21
0 100.54 36
0 100.54 55
1 100.54 62
1 100.54 21
0 100.53 16
0 100.53 17
0 100.53 12
0 100.52 46
1 100.53 36
0 100.54 37
0 100.53 107
0 100.54 41
0 100.53 4
1 100.54 30
0 100.54 77
1 100.54 58
1 100.54 44
0 100.54 43
0 100.54 138
0 100.54 61
1 100.54 39
0 100.54 104
0 100.53 13
0 100.53 42
0 100.53 55
1 100.53 56
0 100.53 47
0 100.53 31
0 100.53 30
0 100.53 6
0 100.54 24
1 100.53 26
0 100.52 182
0 100.52 116
1 100.52 60
1 100.52 13
1 100.51 52
1 100.52 31
1 100.51 25
1 100.51 5
0 100.51 50
0 100.52 24
1 100.52 89
0 100.52 190
0 100.52 423
1 100.52 35
1 100.52 34
0 100.53 152
0 100.52 17
0 100.52 153
0 100.53 47
1 100.53 28
0 100.54 59
0 100.55 33
1 100.55 159
0 100.55 180
1 100.55 29
1 100.55 42
1 100.54 32
1 100.54 57
1 100.54 149
0 100.53 24
1 100.53 28
1 100.54 68
0 100.54 53
1 100.54 79
1 100.54 150
0 100.54 78
0 100.54 9
0 100.54 81
0 100.54 31
1 100.54 89
1 100.53 135
1 100.53 79
0 100.53 3
1 100.53 38
0 100.53 48
1 100.53 21
1 100.53 122
1 100.53 70
1 100.54 79
1 100.54 87
1 100.54 21
0 100.54 49
1 100.54 429
0 100.54 19
1 100.55 29
0 100.55 37
0 100.54 31
1 100.54 54
0 100.55 9
0 100.53 68
0 100.54 192
0 100.54 69
0 100.55 166
1 100.55 91
1 100.55 25
0 100.56 7
0 100.56 51
0 100.56 69
0 100.56 59
1 100.56 611
1 100.56 118
0 100.56 13
0 100.56 39
1 100.57 93
1 100.56 200
1 100.56 30
0 100.55 23
1 100.56 11
1 100.56 116
1 100.56 90
0 100.56 34
0 100.56 25
0 100.56 43
0 100.56 14
1 100.55 23
1 100.54 8
0 100.55 20
1 100.54 65
1 100.54 301
0 100.54 30
0 100.55 104
0 100.55 24
0 100.55 46
0 100.56 76
1 100.55 130
1 100.56 48
1 100.56 77
1 100.57 37
0 100.56 112
0 100.56 241
1 100.57 111
0 100.56 38
0 100.56 59
1 100.55 70
0 100.55 54
0 100.55 21
1 100.56 20
1 100.56 26
1 100.56 85
0 100.56 83
0 100.56 54
1 100.55 7
0 100.55 1072
1 100.55 27
0 100.55 23
0 100.55 682
0 100.54 170
1 100.54 77
1 100.54 5
1 100.54 7
0 100.54 44
1 100.55 11
0 100.55 72
1 100.54 66
0 100.53 39
1 100.54 18
1 100.54 20
1 100.54 43
0 100.53 128
1 100.54 80
0 100.53 29
0 100.54 100
1 100.54 26
1 100.54 42
0 100.53 21
0 100.52 62
1 100.52 115
0 100.51 127
1 100.51 67
1 100.52 607
1 100.51 81
1 100.50 46
1 100.50 41
0 100.50 153
1 100.50 79
1 100.50 35
1 100.51 32
1 100.51 45
1 100.52 36
1 100.52 74
1 100.52 36
0 100.52 86
0 100.52 192
1 100.52 13
0 100.52 37
0 100.52 15
1 100.51 109
0 100.51 145
0 100.52 205
0 100.52 71
1 100.52 73
1 100.52 107
1 100.52 158
0 100.52 12
1 100.52 121
1 100.53 15
1 100.54 47
1 100.53 72
1 100.53 150
0 100.53 82
1 100.53 99
1 100.53 57
0 100.53 26
0 100.52 16
1 100.53 91
0 100.53 26
0 100.54 113
0 100.54 64
1 100.54 59
1 100.55 43
0 100.54 50
1 100.54 25
1 100.54 446
1 100.55 253
1 100.54 88
0 100.55 12
0 100.55 81
0 100.55 62
0 100.55 92
0 100.55 212
0 100.55 36
1 100.55 34
1 100.54 153
0 100.54 175
0 100.54 66
1 100.54 221
0 100.55 8
0 100.54 85
0 100.54 73
0 100.53 203
1 100.53 19
0 100.53 168
0 100.52 30
1 100.53 46
0 100.53 25
1 100.53 14
1 100.53 113
0 100.52 35
1 100.52 23
1 100.52 23
1 100.53 47
0 100.52 79
0 100.51 257
1 100.51 8
1 100.51 46
1 100.51 75
1 100.52 36
0 100.52 198
0 100.52 42
0 100.52 50
0 100.52 19
1 100.53 88
1 100.53 47
0 100.54 164
0 100.52 24
1 100.52 67
1 100.52 80
1 100.52 101
0 100.52 83
1 100.52 339
1 100.53 3
0 100.52 51
0 100.52 26
0 100.52 15
1 100.52 92
0 100.53 119
0 100.52 444
1 100.52 157
1 100.52 20
0 100.52 10
0 100.52 70
1 100.52 67
0 100.51 54
0 100.52 48
0 100.52 49
0 100.52 26
1 100.51 92
0 100.51 28
0 100.51 137
0 100.51 76
1 100.51 19
0 100.52 24
1 100.53 9
1 100.54 268
0 100.54 15
0 100.53 25
0 100.53 67
1 100.53 427
1 100.53 61
1 100.53 35
1 100.53 87
0 100.52 23
1 100.52 8
0 100.52 958
1 100.52 46
0 100.51 40
1 100.51 123
1 100.51 12
1 100.51 80
1 100.51 17
1 100.51 65
0 100.51 28
1 100.50 62
1 100.50 13
1 100.50 21
1 100.50 54
0 100.50 79
1 100.49 61
1 100.50 11
0 100.49 145
0 100.50 110
0 100.50 17
1 100.49 59
1 100.50 24
0 100.50 5
1 100.50 64
0 100.50 273
0 100.50 32
0 100.51 120
0 100.52 104
1 100.52 118
1 100.52 31
1 100.51 101
1 100.51 55
1 100.51 71
0 100.53 8
0 100.53 28
1 100.54 63
1 100.54 67
1 100.54 11
0 100.54 718
1 100.54 62
0 100.55 52
0 100.55 52
0 100.55 34
1 100.55 33
0 100.55 14
1 100.55 123
1 100.55 40
0 100.55 178
1 100.54 19
0 100.53 260
1 100.53 36
1 100.53 149
1 100.53 35
0 100.54 15
1 100.54 44
0 100.54 33
1 100.54 121
0 100.55 85
1 100.56 69
0 100.54 344
0 100.54 42
0 100.55 27
1 100.55 13
0 100.54 17
0 100.53 38
1 100.54 67
0 100.53 85
0 100.53 42
1 100.53 192
1 100.53 28
0 100.53 110
1 100.53 3
1 100.52 38
0 100.53 78
1 100.53 570
0 100.55 127
1 100.54 7
0 100.54 131
0 100.54 111
1 100.53 133
0 100.53 173
1 100.53 50
1 100.52 54
1 100.53 9
0 100.53 93
0 100.54 32
0 100.54 26
0 100.55 21
0 100.54 11
0 100.55 44
1 100.55 267
1 100.56 48
0 100.56 28
0 100.56 56
0 100.56 59
0 100.57 113
1 100.56 41
0 100.57 18
0 100.57 38
1 100.58 83
0 100.57 17
1 100.58 22
0 100.58 286
1 100.58 60
1 100.58 127
0 100.58 8
0 100.57 79
0 100.58 25
0 100.58 39
0 100.59 21
0 100.59 31
1 100.58 77
0 100.58 206
0 100.58 82
1 100.58 94
1 100.58 33
1 100.58 27
0 100.57 266
1 100.57 82
1 100.58 107
1 100.57 132
1 100.57 103
0 100.57 49
1 100.57 46
1 100.57 22
1 100.57 22
0 100.56 70
1 100.56 12
1 100.56 130
1 100.55 148
0 100.56 68
0 100.56 83
0 100.56 18
0 100.56 206
0 100.56 41
0 100.56 144
0 100.56 126
0 100.56 12
1 100.56 66
0 100.57 103
1 100.57 56
0 100.57 38
1 100.58 20
0 100.58 16
1 100.59 79
0 100.59 51
1 100.60 448
0 100.60 26
0 100.59 114
0 100.60 27
0 100.60 54
0 100.60 15
0 100.60 316
0 100.60 8
0 100.60 88
0 100.60 126
1 100.59 118
0 100.58 282
1 100.57 60
0 100.57 103
1 100.57 75
1 100.57 114
1 100.57 116
1 100.56 15
1 100.56 80
0 100.57 138
0 100.57 78
1 100.57 50
1 100.58 357
1 100.57 161
1 100.57 45
1 100.57 19
1 100.56 26
0 100.57 48
1 100.57 63
0 100.57 19
0 100.57 19
0 100.58 331
0 100.57 34
0 100.57 205
0 100.57 102
0 100.57 68
1 100.58 209
1 100.58 56
1 100.58 38
0 100.58 340
1 100.57 39
1 100.57 98
0 100.57 65
1 100.56 36
0 100.57 52
0 100.57 270
1 100.57 5
1 100.57 137
1 100.57 33
1 100.57 129
1 100.57 736
1 100.57 28
1 100.57 124
0 100.57 55
1 100.56 88
1 100.56 85
1 100.56 58
1 100.57 7
0 100.57 85
0 100.57 47
0 100.57 94
1 100.58 167
0 100.58 80
1 100.57 42
0 100.58 9
0 100.58 23
1 100.58 109
1 100.57 72
1 100.56 138
1 100.57 87
0 100.57 72
0 100.56 39
0 100.56 67
1 100.56 45
0 100.56 60
0 100.56 17
1 100.57 227
0 100.56 41
1 100.56 6
0 100.56 20
1 100.56 40
1 100.56 143
1 100.57 97
1 100.57 98
0 100.57 4
0 100.56 80
0 100.56 103
0 100.56 9
1 100.56 25
1 100.56 243
0 100.57 62
0 100.57 84
1 100.58 19
0 100.57 282
1 100.57 67
0 100.57 165
1 100.58 26
0 100.58 28
1 100.57 81
1 100.57 203
0 100.58 89
0 100.58 28
0 100.58 22
0 100.58 50
0 100.58 63
1 100.58 55
0 100.58 25
0 100.57 20
0 100.58 50
0 100.59 15
0 100.58 93
0 100.59 83
0 100.58 152
1 100.59 342
0 100.58 34
1 100.58 13
1 100.57 31
1 100.57 40
0 100.57 148
0 100.58 33
0 100.58 138
0 100.58 32
0 100.58 72
1 100.57 33
0 100.57 6
1 100.58 14
1 100.59 14
0 100.59 33
0 100.59 236
0 100.59 65
1 100.60 31
1 100.61 80
1 100.60 279
0 100.60 5
0 100.60 59
1 100.60 15
1 100.60 209
0 100.60 78
1 100.60 12
0 100.59 54
0 100.59 56
0 100.59 183
0 100.59 99
0 100.60 68
0 100.60 58
1 100.59 151
0 100.59 151
0 100.59 28
1 100.59 97
0 100.60 23
0 100.59 151
0 100.61 105
0 100.60 33
1 100.60 74
1 100.60 35
0 100.60 7
1 100.60 214
1 100.60 13
0 100.59 13
1 100.59 80
1 100.59 49
1 100.59 40
0 100.60 70
0 100.60 47
0 100.61 18
1 100.60 113
0 100.60 110
1 100.60 62
1 100.59 41
1 100.59 79
0 100.59 64
0 100.60 100
1 100.60 18
1 100.60 11
1 100.61 119
1 100.60 100
0 100.61 54
1 100.61 82
0 100.60 19
1 100.60 27
1 100.61 81
1 100.60 25
0 100.60 25
1 100.59 2
1 100.59 35
1 100.60 32
1 100.60 72
0 100.59 53
1 100.60 38
0 100.61 42
